Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Kumar, A., Falcao, V.R., Sayre, R.T.","57203774877; 23476893300; 7006406298","Evaluating nuclear transgene expression systems in Chlamydomonas reinhardtii",2013,"Algal Research",2,"4",,321,332,,28,10.1016/j.algal.2013.09.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84888262073&partnerID=40&md5=69cf4af12fa98ebcc399c8c70b8a9770",Article,Final,,Scopus,2-s2.0-84888262073
"Yurttaş, L., Kaplancikli, Z.A., Özkay, Y.","35811419600; 6602311259; 23478273900","Design, synthesis and evaluation of new thiazole-piperazines as acetylcholinesterase inhibitors",2013,"Journal of Enzyme Inhibition and Medicinal Chemistry",28,"5",,1040,1047,,21,10.3109/14756366.2012.709242,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84884217073&partnerID=40&md5=8c3cbbb36cea105cd46898b48ca29579",Article,Final,,Scopus,2-s2.0-84884217073
"Jemia, M.B., Tundis, R., Maggio, A., Rosselli, S., Senatore, F., Menichini, F., Bruno, M., Kchouk, M.E., Loizzo, M.R.","55341895500; 6508253840; 7007089128; 6603761702; 7006142690; 6701560610; 7202870264; 15057924800; 8568232600","NMR-based quantification of rosmarinic and carnosic acids, GC-MS profile and bioactivity relevant to neurodegenerative disorders of Rosmarinus officinalis L. extracts",2013,"Journal of Functional Foods",5,"4",,1873,1882,,19,10.1016/j.jff.2013.09.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84888429657&partnerID=40&md5=559b0265023c49c27871cbfa58b3a8f2",Article,Final,,Scopus,2-s2.0-84888429657
"Teixeira, R., Silva, L.R.","55841093100; 11838952800","Bioactive compounds and in vitro biological activity of Euphrasia rostkoviana Hayne extracts",2013,"Industrial Crops and Products",50,"",,680,689,,15,10.1016/j.indcrop.2013.08.035,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883304249&partnerID=40&md5=d9108af4f0bc40453c68328b482e7c5d",Article,Final,,Scopus,2-s2.0-84883304249
"Chandran, G., Muralidhara, M.","55793150400; 55089062200","Neuroprotective effect of aqueous extract of selaginella delicatula as evidenced by abrogation of rotenone-induced motor deficits, oxidative dysfunctions, and neurotoxicity in mice",2013,"Cellular and Molecular Neurobiology",33,"7",,929,942,,20,10.1007/s10571-013-9959-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84885183954&partnerID=40&md5=69f82e30823a8723c89fb8b453261bf4",Article,Final,,Scopus,2-s2.0-84885183954
"Thiphom, S., Prapamontol, T., Chantara, S., Mangklabruks, A., Suphavilai, C.","55441211900; 8517733000; 24172779500; 6602250982; 6507295201","A method for measuring cholinesterase activity in human saliva and its application to farmers and consumers",2013,"Analytical Methods",5,"18",,4687,4693,,2,10.1039/c3ay40269j,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883229665&partnerID=40&md5=6231864e6701d392dc60a11ebe1f86c8",Article,Final,,Scopus,2-s2.0-84883229665
"Qiao, Y., Han, K., Zhan, C.-G.","37861812300; 7402963279; 7102176033","Fundamental reaction pathway and free energy profile for butyrylcholinesterase-catalyzed hydrolysis of heroin",2013,"Biochemistry",52,"37",,6467,6479,,31,10.1021/bi400709v,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84884247393&partnerID=40&md5=137cad636862959988d9a7ad735842b1",Article,Final,,Scopus,2-s2.0-84884247393
"Lantz, S.R., Casida, J.E.","55626255800; 35500011200","Characterization of the transient oxaphosphetane BChE inhibitor formed from spontaneously activated ethephon",2013,"Chemical Research in Toxicology",26,"9",,1320,1322,,3,10.1021/tx4002429,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84884216391&partnerID=40&md5=272817d4f0670fb9b39ae2bb0cb5fdfa",Article,Final,Open Access,Scopus,2-s2.0-84884216391
"Masson, P., Lushchekina, S., Schopfer, L.M., Lockridge, O.","7201603992; 57209024315; 7003726810; 7004812194","Effects of viscosity and osmotic stress on the reaction of human butyrylcholinesterase with cresyl saligenin phosphate, a toxicant related to aerotoxic syndrome: Kinetic and molecular dynamics studies",2013,"Biochemical Journal",454,"3",,387,399,,37,10.1042/BJ20130389,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883378115&partnerID=40&md5=798dac4a5261d9d8f64cdda4a17224cf",Article,Final,,Scopus,2-s2.0-84883378115
"Su, T., Xie, S., Wei, H., Yan, J., Huang, L., Li, X.","54584429200; 55810285200; 55809107200; 57215039950; 55571102300; 7501701149","Synthesis and biological evaluation of berberine-thiophenyl hybrids as multi-functional agents: Inhibition of acetylcholinesterase, butyrylcholinesterase, and Aβ aggregation and antioxidant activity",2013,"Bioorganic and Medicinal Chemistry",21,"18",,5830,5840,,30,10.1016/j.bmc.2013.07.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84882920768&partnerID=40&md5=c243c7bb43ba0736f0bb4535e2cf3123",Article,Final,,Scopus,2-s2.0-84882920768
"Oliveira, A.P., Matos, R.P., Silva, S.T., Andrade, P.B., Ferreres, F., Gil-Izquierdo, A., Meireles, S., Brandão, T.M., Valentão, P.","55971691500; 55588448800; 57200171911; 35492827300; 7003979334; 6602464925; 55542897800; 55543268900; 57192266779","A new iced tea base herbal beverage with Spergularia rubra extract: Metabolic profile stability and in vitro enzyme inhibition",2013,"Journal of Agricultural and Food Chemistry",61,"36",,8650,8656,,3,10.1021/jf401884u,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84884268673&partnerID=40&md5=b7e810c7784647ce201f4268083adddf",Article,Final,,Scopus,2-s2.0-84884268673
"Richmond, V., Murray, A.P., Maier, M.S.","55481087300; 7401932975; 7201526488","Synthesis and acetylcholinesterase inhibitory activity of polyhydroxylated sulfated steroids: Structure/activity studies",2013,"Steroids",78,"11",,1141,1147,,12,10.1016/j.steroids.2013.08.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883450038&partnerID=40&md5=a805d0c9b0ea2d3bad98eedfa67ef539",Article,Final,,Scopus,2-s2.0-84883450038
"Inazu, M., Yamada, T., Kubota, N., Yamanaka, T.","16156863700; 55838935600; 57146671600; 16551444100","Functional expression of choline transporter-like protein 1 (CTL1) in small cell lung carcinoma cells: A target molecule for lung cancer therapy",2013,"Pharmacological Research",76,"",,119,131,,26,10.1016/j.phrs.2013.07.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883173149&partnerID=40&md5=37cdb27713634d47ec1a562a3e54ee2a",Article,Final,Open Access,Scopus,2-s2.0-84883173149
"Huynh-Moynot, S., Moynot, J.-C., Thill, C., Commandeur, D., Ould-Ahmed, M., Drouillard, I.","37080764600; 54409309600; 55837714800; 26040607800; 56350037600; 6602488248","Prolonged curarisation following succinylcholine injection on butyrylcholinesterase deficiency and potentiated by a lithium treatment: A case report | Curarisation prolongée après injection de succinylcholine sur déficit congénital en butyrylcholinestérase et potentialisée par un traitement au lithium : A propos d'un cas",2013,"Annales de Biologie Clinique",71,"4",,485,488,,1,10.1684/abc.2013.0865,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883062691&partnerID=40&md5=d7d36a43af057f29e5ed7650c56e5a32",Article,Final,,Scopus,2-s2.0-84883062691
"Alpan, A.S., Parlar, S., Carlino, L., Tarikogullari, A.H., Alptüzün, V., Güneş, H.S.","22833569400; 35293209900; 37060627500; 6505793953; 6507417782; 7005067252","Synthesis, biological activity and molecular modeling studies on 1H-benzimidazole derivatives as acetylcholinesterase inhibitors",2013,"Bioorganic and Medicinal Chemistry",21,"17",,4928,4937,,39,10.1016/j.bmc.2013.06.065,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881371708&partnerID=40&md5=3a17e1def12e5569f5828818e7603911",Article,Final,,Scopus,2-s2.0-84881371708
"Wamser, M.N., Leite, E.F., Ferreira, V.V., Delwing-De Lima, D., Da Cruz, J.G.P., Wyse, A.T.S., Delwing-Dal Magro, D.","55581567400; 55583516600; 55582950200; 57209107457; 16416548200; 7006126130; 36162918100","Effect of hypoxanthine, antioxidants and allopurinol on cholinesterase activities in rats",2013,"Journal of Neural Transmission",120,"9",,1359,1367,,8,10.1007/s00702-013-0989-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883453677&partnerID=40&md5=7763daada2f998b6a2c6a8588e6b9b3a",Article,Final,,Scopus,2-s2.0-84883453677
"Sinha, S.K., Shrivastava, S.K.","36055265400; 25926683300","Synthesis, evaluation and molecular dynamics study of some new 4-aminopyridine semicarbazones as an antiamnesic and cognition enhancing agents",2013,"Bioorganic and Medicinal Chemistry",21,"17",,5451,5460,,19,10.1016/j.bmc.2013.06.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881372117&partnerID=40&md5=7e8190c589e9e59904ed9aaef9cd1855",Article,Final,,Scopus,2-s2.0-84881372117
"Erdogan Orhan, I., Senol, F.S., Ozturk, N., Celik, S.A., Pulur, A., Kan, Y.","7004467864; 26428948100; 7005688803; 50261238700; 55785687500; 14037346200","Phytochemical contents and enzyme inhibitory and antioxidant properties of Anethum graveolens L. (dill) samples cultivated under organic and conventional agricultural conditions",2013,"Food and Chemical Toxicology",59,"",,96,103,,36,10.1016/j.fct.2013.05.053,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879819249&partnerID=40&md5=d5b4aaaa4d329ff5a70d59105772d8ed",Article,Final,,Scopus,2-s2.0-84879819249
"Loizzo, M.R., Ben Jemia, M., Senatore, F., Bruno, M., Menichini, F., Tundis, R.","8568232600; 55403992100; 7006142690; 7202870264; 6701560610; 6508253840","Chemistry and functional properties in prevention of neurodegenerative disorders of five Cistus species essential oils",2013,"Food and Chemical Toxicology",59,"",,586,594,,56,10.1016/j.fct.2013.06.040,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881002045&partnerID=40&md5=e376398dbee93e139450a5b166c0b6e9",Article,Final,,Scopus,2-s2.0-84881002045
"Garoui, E., Amara, I.B., Driss, D., Elwej, A., Chaabouni, S.E., Boudawara, T., Zeghal, N.","24281304800; 35247708100; 37039448200; 55790247100; 8502284900; 57213989926; 6603531821","Effects of cobalt on membrane atpases, oxidant, and antioxidant values in the cerebrum and cerebellum of suckling rats",2013,"Biological Trace Element Research",154,"3",,387,395,,10,10.1007/s12011-013-9746-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84882678975&partnerID=40&md5=b61f413e086f66188685d843e0ebf6a3",Article,Final,Open Access,Scopus,2-s2.0-84882678975
"Peltzer, P.M., Junges, C.M., Attademo, A.M., Bassó, A., Grenón, P., Lajmanovich, R.C.","6602912439; 35763635500; 8945648600; 23977668700; 55793059000; 6603813215","Cholinesterase activities and behavioral changes in Hypsiboas pulchellus (Anura: Hylidae) tadpoles exposed to glufosinate ammonium herbicide",2013,"Ecotoxicology",22,"7",,1165,1173,,30,10.1007/s10646-013-1103-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883173720&partnerID=40&md5=8f773139a6807800ef0395deaaefae6d",Article,Final,,Scopus,2-s2.0-84883173720
"Qi, Z.-M., Zhang, Z., Lu, D.-F., Liu, Q.","7202289861; 57192634789; 35203418900; 57198641632","Spectral Characteristics of Near-Infrared Surface Plasmon Resonance",2013,"Plasmonics",8,"3",,1401,1409,,4,10.1007/s11468-013-9553-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881615577&partnerID=40&md5=f5695ede005f0abaf71d343d3d0b2a41",Article,Final,,Scopus,2-s2.0-84881615577
"Grotto, D., Carneiro, M.F.H., Sauer, E., Garcia, S.C., de Melo, W.J., Barbosa, F.","16401563400; 57210264858; 55771331300; 7201561109; 15727271900; 55567258200","Evaluation of biochemical and redox parameters in rats fed with corn grown in soil amended with urban sewage sludge",2013,"Ecotoxicology and Environmental Safety",95,"",,188,194,,8,10.1016/j.ecoenv.2013.05.038,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880327736&partnerID=40&md5=2d91c7d39058bb028db90bbe2de7814f",Article,Final,,Scopus,2-s2.0-84880327736
"Kaya, K., Günaydin, B., Ergün, M.A., Bukan, N.","36721196700; 6603914223; 35584987700; 6603026009","Investigation of enyzme levels in the mutation of the pseudocholinesterase gene ASP70GLY in Turkish population | Türk popülasyonunda gebe olan ve olmayanlarda pseudokoli̇nesteraz gen ASP70GLY mutasyonunun enzi̇m Düzeyleri̇ i̇le araştirilmasi",2013,"Anestezi Dergisi",21,"3",,157,159,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84882442391&partnerID=40&md5=5e65ebba068744be83b7adbdee862bc6",Article,Final,,Scopus,2-s2.0-84882442391
"Savio, L.E.B., Vuaden, F.C., Kist, L.W., Pereira, T.C., Rosemberg, D.B., Bogo, M.R., Bonan, C.D., Wyse, A.T.S.","26221885300; 6507439516; 36461176600; 36615719800; 8616571800; 7003737445; 7003385864; 7006126130","Proline-induced changes in acetylcholinesterase activity and gene expression in zebrafish brain: Reversal by antipsychotic drugs",2013,"Neuroscience",250,"",,121,128,,5,10.1016/j.neuroscience.2013.07.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881515744&partnerID=40&md5=58907404c6588ea561a625447d654c96",Article,Final,,Scopus,2-s2.0-84881515744
"Zemek, F., Zdarova, J.K., Sepsova, V., Kuca, K.","36496216900; 15127354500; 37065033800; 9745735500","Acetylcholinesterase reactivators (HI-6, obidoxime, trimedoxime, K027, K075, K127, K203, K282): Structural evaluation of human serum albumin binding and absorption kinetics",2013,"International Journal of Molecular Sciences",14,"8",,16076,16086,,11,10.3390/ijms140816076,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881258327&partnerID=40&md5=6d27e223be4f2187389641f53fa486c5",Article,Final,Open Access,Scopus,2-s2.0-84881258327
"Dincel, D., Hatipoǧlu, S.D., Gören, A.C., Topcü, G.","55805587300; 55805431800; 7005079325; 7006671101","Anticholinesterase furocoumarins from Heracleum platytaenium, a species endemic to the Ida Mountains",2013,"Turkish Journal of Chemistry",37,"4",,675,683,,26,10.3906/kim-1303-55,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880845004&partnerID=40&md5=48f3b453c8a2815c8f7bf853701ddac4",Article,Final,Open Access,Scopus,2-s2.0-84880845004
"Alipour, M., Khoobi, M., Nadri, H., Sakhteman, A., Moradi, A., Ghandi, M., Foroumadi, A., Shafiee, A.","35200300400; 16233384900; 36188470600; 17136070000; 57192903811; 57216107596; 7003549932; 7102727899","Synthesis of some new 3-coumaranone and coumarin derivatives as dual inhibitors of acetyl- and butyrylcholinesterase",2013,"Archiv der Pharmazie",346,"8",,577,587,,22,10.1002/ardp.201300080,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881374253&partnerID=40&md5=4d5e3945a4876b60f12e1627deb36508",Article,Final,,Scopus,2-s2.0-84881374253
"Arveláez, L., Eblen-Zajjur, A.","55817186000; 6701659049","Inhibition of butyrylcholinesterase induced by exposition to malathion: Effects on nociceptive and motor behavior in rats | Inhibición de butirilcolinesterasa por exposición a malatión: Efectos sobre nocicepción y motricidad en ratas",2013,"Salus",17,"2",,41,49,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881293466&partnerID=40&md5=e5c270f86e1aaaa9748004180f082446",Article,Final,,Scopus,2-s2.0-84881293466
"Xue, L., Hou, S., Tong, M., Fang, L., Chen, X., Jin, Z., Tai, H.-H., Zheng, F., Zhan, C.-G.","36674085400; 36727405100; 7202033746; 57202233527; 55778092300; 55790988800; 7201667687; 36116363600; 7102176033","Preparation and in vivo characterization of a cocaine hydrolase engineered from human butyrylcholinesterase for metabolizing cocaine",2013,"Biochemical Journal",453,"3",,447,454,,27,10.1042/BJ20130549,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880048875&partnerID=40&md5=3065279816973259bdfdc9212193d240",Article,Final,,Scopus,2-s2.0-84880048875
"Delacour, H., Tortosa, J.-C., Bousquet, A., Larréché, S., Fontan, E., Ceppa, F.","55908738700; 7004469824; 23059802700; 21739718000; 6701814518; 6602996655","Prolonged succinylcholine-induced apnoea associated with a rare cholinesterase plasma variant | Curarisation prolongée à la succinylcholine liée à un variant rare de la butyrylcholinestérase",2013,"Immuno-Analyse et Biologie Specialisee",28,"4",,274,275,,1,10.1016/j.immbio.2013.03.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84884208779&partnerID=40&md5=7829486c1ba4c9a8a33ff6ee26c6bfd8",Letter,Final,,Scopus,2-s2.0-84884208779
"Pohanka, M.","23092077900","Cholinesterases in Biorecognition and Biosensors Construction: A Review",2013,"Analytical Letters",46,"12",,1849,1868,,55,10.1080/00032719.2013.780240,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877709067&partnerID=40&md5=6ff1361d40da9a39a398c4ce4dbf656b",Review,Final,,Scopus,2-s2.0-84877709067
"Tonin, A.A., da Silva, A.S., Thorstenberg, M.L., Castilhos, L.G., França, R.T., Rosa Leal, D.B., Medeiros Frescura Duarte, M.M., Flores Vogel, F.S., de La Rue, M.L., dos Anjos Lopes, S.T.","57208158868; 15135251500; 55549537400; 55557108400; 24072821000; 9841278500; 16316691800; 11541081500; 6603044195; 55390332000","Influence of Toxoplasma gondii acute infection on cholinesterase activities of Wistar rats",2013,"Korean Journal of Parasitology",51,"4",,421,426,,10,10.3347/kjp.2013.51.4.421,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84884167676&partnerID=40&md5=377568f19b2751db2b58f927042b0451",Article,Final,Open Access,Scopus,2-s2.0-84884167676
"Mohamed, T., Osman, W., Tin, G., Rao, P.P.N.","57204609267; 55499617000; 55764311400; 7404661744","Selective inhibition of human acetylcholinesterase by xanthine derivatives: In vitro inhibition and molecular modeling investigations",2013,"Bioorganic and Medicinal Chemistry Letters",23,"15",,4336,4341,,23,10.1016/j.bmcl.2013.05.092,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879690631&partnerID=40&md5=999b3cf7cbd44a496d067ac337c14905",Article,Final,,Scopus,2-s2.0-84879690631
"Altintop, M.D., Gurkan-Alp, A.S., Özkay, Y., Kaplancbox, Z.A.","38662171400; 55646034200; 23478273900; 56044681900","Synthesis and biological evaluation of a series of dithiocarbamates as new cholinesterase inhibitors",2013,"Archiv der Pharmazie",346,"8",,571,576,,20,10.1002/ardp.201300045,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881371134&partnerID=40&md5=3bd6ee559c3f2d8fb23175e45d6a0f89",Article,Final,,Scopus,2-s2.0-84881371134
"Senol, F.S., Orhan, I.E., Kurkcuoglu, M., Khan, M.T.H., Altintas, A., Sener, B., Baser, K.H.C.","26428948100; 7004467864; 7004164426; 8553019300; 7006317908; 35479288200; 7102492037","A mechanistic investigation on anticholinesterase and antioxidant effects of rose (Rosa damascena Mill.)",2013,"Food Research International",53,"1",,502,509,,29,10.1016/j.foodres.2013.05.031,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879519339&partnerID=40&md5=2fa558629bd51c05c2757b4eb70f0000",Article,Final,,Scopus,2-s2.0-84879519339
"Skrzypek, A., Matysiak, J., Karpińska, M.M., Niewiadomy, A.","36616702600; 57197699621; 7004013791; 6701310145","Synthesis and anticholinesterase activities of novel 1,3,4-thiadiazole based compounds",2013,"Journal of Enzyme Inhibition and Medicinal Chemistry",28,"4",,816,823,,23,10.3109/14756366.2012.688041,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876042250&partnerID=40&md5=51fb42710b60befabf795c883a6ffcac",Article,Final,,Scopus,2-s2.0-84876042250
"Nachon, F., Carletti, E., Ronco, C., Trovaslet, M., Nicolet, Y., Jean, L., Renard, P.-Y.","35616231300; 15757128900; 35068511100; 23013356400; 6603470075; 23008896000; 57191626224","Crystal structures of human cholinesterases in complex with huprine W and tacrine: Elements of specificity for anti-Alzheimer's drugs targeting acetyl- and butyryl-cholinesterase",2013,"Biochemical Journal",453,"3",,393,399,,193,10.1042/BJ20130013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880070992&partnerID=40&md5=5e48f1e28f6677f82201564598569265",Article,Final,,Scopus,2-s2.0-84880070992
"Anand, P., Singh, B.","46061837500; 7405640326","Synthesis and evaluation of substituted 4-methyl-2-oxo-2H-chromen-7-yl phenyl carbamates as potent acetylcholinesterase inhibitors and anti-amnestic agents",2013,"Medicinal Chemistry",9,"5",,694,702,,4,10.2174/1573406411309050009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883403546&partnerID=40&md5=da378e42bc94d0854f80d1e83281d379",Article,Final,,Scopus,2-s2.0-84883403546
"Antunovic, T., Stefanovic, A., Ratkovic, M., Gledovic, B., Gligorovic-Barhanovic, N., Bozovic, D., Ivanisevic, J., Prostran, M., Stojanov, M.","55322578700; 15021458500; 6603579593; 55322422100; 55322483000; 55322263100; 54389258300; 7004009031; 6601955965","High uric acid and low superoxide dismutase as possible predictors of all-cause and cardiovascular mortality in hemodialysis patients",2013,"International Urology and Nephrology",45,"4",,1111,1119,,9,10.1007/s11255-012-0233-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881478190&partnerID=40&md5=1270600a630eda130de485af9c49b5e0",Article,Final,,Scopus,2-s2.0-84881478190
"Sevim, D., Senol, F.S., Gulpinar, A.R., Orhan, I.E., Kaya, E., Kartal, M., Sener, B.","57204461755; 26428948100; 7801319748; 7004467864; 37122129300; 35237126900; 35479288200","Discovery of potent in vitro neuroprotective effect of the seed extracts from seven Paeonia L. (peony) taxa and their fatty acid composition",2013,"Industrial Crops and Products",49,"",,240,246,,21,10.1016/j.indcrop.2013.05.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879001070&partnerID=40&md5=2cec32dc7232d2f92bed49d6e7635d52",Article,Final,,Scopus,2-s2.0-84879001070
"Rosini, M., Simoni, E., Bartolini, M., Soriano, E., Marco-Contelles, J., Andrisano, V., Monti, B., Windisch, M., Hutter-Paier, B., Mcclymont, D.W., Mellor, I.R., Bolognesi, M.L.","7004512969; 24554624500; 7003644332; 7103132381; 7005677052; 7006871746; 6601963408; 7006393213; 6603808864; 57203387772; 7004154136; 35431899700","The bivalent ligand approach as a tool for improving the in vitro anti-alzheimer multitarget profile of dimebon",2013,"ChemMedChem",8,"8",,1276,1281,,26,10.1002/cmdc.201300263,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881028283&partnerID=40&md5=a2aa823b5d15da87f3fb8aa05111c088",Article,Final,,Scopus,2-s2.0-84881028283
"Fareed, M., Pathak, M.K., Bihari, V., Kamal, R., Srivastava, A.K., Kesavachandran, C.N.","24491815600; 35095496300; 7004145529; 57203177242; 56295248500; 57218000521","Adverse Respiratory Health and Hematological Alterations among Agricultural Workers Occupationally Exposed to Organophosphate Pesticides: A Cross-Sectional Study in North India",2013,"PLoS ONE",8,"7", e69755,,,,57,10.1371/journal.pone.0069755,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880803841&partnerID=40&md5=a296e07092218b3bc1de1fe416392748",Article,Final,Open Access,Scopus,2-s2.0-84880803841
"Vrèek, I.V., Šinko, G.","55985588900; 6602923383","Inactivation of cholinesterases by silver and gold ions in vitro",2013,"Central European Journal of Chemistry",11,"6",,935,944,,7,10.2478/s11532-013-0225-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880027891&partnerID=40&md5=ddd918526916493f12cf8e48d0f45d7a",Article,Final,Open Access,Scopus,2-s2.0-84880027891
"Zhu, J., Wu, C.-F., Li, X., Wu, G.-S., Xie, S., Hu, Q.-N., Deng, Z., Zhu, M.X., Luo, H.-R., Hong, X.","55736740000; 56044639500; 55540447500; 55599506600; 55736501200; 7403214613; 55540296400; 7402908664; 36059533000; 7201551769","Synthesis, biological evaluation and molecular modeling of substituted 2-aminobenzimidazoles as novel inhibitors of acetylcholinesterase and butyrylcholinesterase",2013,"Bioorganic and Medicinal Chemistry",21,"14",,4218,4224,,37,10.1016/j.bmc.2013.05.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879023330&partnerID=40&md5=b6cbca2dff1d6a22d27e4fba3cf21782",Article,Final,,Scopus,2-s2.0-84879023330
"Halatek, T., Lutz, P., Stetkiewicz, J., Krajnow, A., Wieczorek, E., Swiercz, R., Szymczak, M., Wasowicz, W.","6602199893; 57189298148; 7004632636; 6602649166; 49662612900; 35615739400; 12785193600; 7003803117","Comparison of neurobehavioral and biochemical effects in rats exposed to dusts from copper smelter plant at different locations",2013,"Journal of Environmental Science and Health - Part A Toxic/Hazardous Substances and Environmental Engineering",48,"9",,1000,1011,,4,10.1080/10934529.2013.773198,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876245369&partnerID=40&md5=adf6a781992672191a895c399c7d62d7",Article,Final,,Scopus,2-s2.0-84876245369
"Halfon, B., Ciftci, E., Topcu, G.","6506341821; 55783058200; 7006671101","Flavonoid constituents of sideritis caesarea",2013,"Turkish Journal of Chemistry",37,"3",,464,472,,25,10.3906/kim-1206-45,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879746915&partnerID=40&md5=b8e753f7302ae4ef3de37ce614c42459",Article,Final,Open Access,Scopus,2-s2.0-84879746915
"Farar, V., Hrabovska, A., Krejci, E., Myslivecek, J.","36522453800; 9744608600; 7003648021; 56765526900","Developmental Adaptation of Central Nervous System to Extremely High Acetylcholine Levels",2013,"PLoS ONE",8,"7", e68265,,,,4,10.1371/journal.pone.0068265,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879816064&partnerID=40&md5=0824858ecde38e4bf00454db8109c853",Article,Final,Open Access,Scopus,2-s2.0-84879816064
"Csuk, R., Albert, S., Kluge, R., Ströhl, D.","56261687600; 37041210200; 7101842474; 6603412717","Resveratrol derived butyrylcholinesterase inhibitors",2013,"Archiv der Pharmazie",346,"7",,499,503,,19,10.1002/ardp.201300051,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880111860&partnerID=40&md5=b2b7b593333e108ca150aa2be400bedc",Article,Final,,Scopus,2-s2.0-84880111860
"Yang, L.-X., Ma, S.-G., Liu, H., Xu, W.","56802866400; 44161175900; 56553506000; 56553507700","Influence of obstructive sleep apnea on serum butyrylcholinesterase activity and ischemia-modified albumin levels",2013,"Clinics",68,"7",,968,973,,11,10.6061/clinics/2013(07)13,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881052290&partnerID=40&md5=be17946cc2cc918c09778c7a677060dd",Article,Final,Open Access,Scopus,2-s2.0-84881052290
"Guo, D.-S., Yang, J., Liu, Y.","7403332426; 57192453170; 55149607200","Specifically monitoring butyrylcholinesterase by supramolecular tandem assay",2013,"Chemistry - A European Journal",19,"27",,8755,8759,,30,10.1002/chem.201300980,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879414482&partnerID=40&md5=5793a2bc9e764b895622116d1e18f389",Article,Final,,Scopus,2-s2.0-84879414482
"Ahmed, F., Ghalib, R., Sasikala, P., Mueen Ahmed, K.","15759128800; 24479314300; 55953825500; 6506011289","Cholinesterase inhibitors from botanicals",2013,"Pharmacognosy Reviews",7,"14",,121,130,,43,10.4103/0973-7847.120511,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84889608843&partnerID=40&md5=2e51ce92454e04645371647dc6261007",Review,Final,,Scopus,2-s2.0-84889608843
"Darvesh, S., Macdonald, I.R., Martin, E.","7004045186; 40261911600; 7404091699","Selectivity of phenothiazine cholinesterase inhibitors for neurotransmitter systems",2013,"Bioorganic and Medicinal Chemistry Letters",23,"13",,3822,3825,,12,10.1016/j.bmcl.2013.04.082,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878851438&partnerID=40&md5=1a5b197d1a12582230d35d5bc5dfc72a",Article,Final,,Scopus,2-s2.0-84878851438
